contract_address,from,to,value,tx_hash,block_number,block_hash,network,tx_index,log_index
0x11a90c2d3e2fa036ff6c1a8dc960f4512eee772d,0x0000000000000000000000000000000000000000,0xae451f1873b4c4d7263631bf0ea141d54ba39eea,200,0x1b8dc801da08943c012bbc5ae93201cb936c8b942871305a7e6187af8aa7c2b4,638508,0xea8da3990de9b0ae3bedff47419ed67ff70f55fc8cadf46dc1446014e9d7127a,kura
