contract_address,from,to,token_id,tx_hash,block_number,block_hash,network,tx_index,log_index
0xe6dfdaa1509b8d7efcb20c60296df3a1b212a978,0x0000000000000000000000000000000000000000,0xae451f1873b4c4d7263631bf0ea141d54ba39eea,0,0xbaf1f423bb173f970aa9150353e53f33453d5af738b9051464932b680c643944,638508,0xea8da3990de9b0ae3bedff47419ed67ff70f55fc8cadf46dc1446014e9d7127a,kura
