contract_address,from,to,value,tx_hash,block_number,block_hash,network,tx_index,log_index
0x376593252e3bf9b00042e7b802de6684ebccb53b,0x0000000000000000000000000000000000000000,0xae451f1873b4c4d7263631bf0ea141d54ba39eea,100,0x214452269c3b980e0b7914ef7cb7d6f9cb17231de06886d1dcbd3121c2bb33ee,638508,0xea8da3990de9b0ae3bedff47419ed67ff70f55fc8cadf46dc1446014e9d7127a,kura
