contract_address,from,to,value,tx_hash,block_number,block_hash,network,tx_index,log_index
0x7979584e09effcca84b6665e2834c703ffcc949f,0x0000000000000000000000000000000000000000,0xae451f1873b4c4d7263631bf0ea141d54ba39eea,150,0x1af323099ca07f49b5385ea6cf3d181644a4e4fff60f9c8992ca7f212bc56776,638508,0xea8da3990de9b0ae3bedff47419ed67ff70f55fc8cadf46dc1446014e9d7127a,kura
